ItemNo,Item.no,Target,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WLp,WordLenPhonetic,WLa,WLc,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq,log_stemFreq,Tp,log_Tp,Types,Exclude,wordFreq,log_wordFreq,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
G32,200,প্রতিশব্দ,Gramm,G32,9,a,প্রতিশব্দ,439,158,16066,125.2369846,প্রতিশব্দ,prot̪iʃɔbd̪o,10,13,4,9,9,শব্দ,NA,NA,2.8,248.0712864,2.394576499,260.475,2.415766047,0.0003839140033,-3.415766047,4007,NA,0.1,-1,0.0004031099345,-3.394576499,0.06827728267,-0.06604923258,-0.07488410302,0.005173615014,-0.02051128796,46.20779417
F12,88,পুরুষকে,Filler,F12,7,a,পুরুষকে,428,200,17376,123.3364671,পুরুষকে,puruʃke,7,7,4,7,7,পুরুষ,NA,NA,NA,248.0195471,2.39448591,260.421,2.415676002,0.0003839936103,-3.415676002,4390,NA,0.1,-1,0.0004031940271,-3.39448591,0.04779409787,-0.004512387098,0.06003197359,0.03403288199,-0.0246113634,49.69211913
F13,89,কাকের,Filler,F13,5,a,কাকের,395,160,14445,126.5185315,কাকের,kaker,5,5,4,5,5,কাক,NA,NA,NA,245.0197029,2.389201009,252.37,2.402037728,0.0003962436106,-3.402037728,8047,NA,0.1,-1,0.0004081304435,-3.389201009,0.03413864134,-0.003223133642,0.1499045289,0.08984294569,-0.04506430954,39.79453185
C15,15,দুঃসহজ,CatViol,C15,6,a,দুঃসহজ,417,200,14948,126.6216061,দুঃসহজ,d̪uʃohoɟ,7,8,4,6,6,সহজ,Adj,NA,NA,243.9145516,2.38723771,248.793,2.395838157,0.0004019405691,-3.395838157,916,NA,0.1,-1,0.0004099796398,-3.38723771,0.04779409787,-0.0641153524,0.05992472988,0.07736971037,-0.01901756847,44.99836168
C16,16,প্রতিমহান,CatViol,C16,9,a,প্রতিমহান,538,158,20674,126.2361093,প্রতিমহান,prot̪imɔt̪an,10,12,5,9,9,মহান,Adj,NA,NA,243.0649924,2.385722414,255.218,2.406911301,0.0003918218934,-3.406911301,1707,NA,0.1,-1,0.000411412598,-3.385722414,0.06827728267,-0.06604923258,0.01876237623,-0.04837249974,-0.02718650075,58.23584672
C17,17,দুঃশুভ,CatViol,C17,6,a,দুঃশুভ,347,200,13377,130.1317589,দুঃশুভ,d̪uʃubʱ,5,7,3,6,6,শুভ,Adj,NA,NA,242.9522007,2.385520837,250.241,2.398358467,0.0003996147714,-3.398358467,4201,NA,0.1,-1,0.0004116035982,-3.385520837,0.03413864134,0.05637983166,0.05636529331,0.1268994712,0.005823134159,41.29360153
G33,201,দুর্ভাবনা,Gramm,G33,9,a,দুর্ভাবনা,457,200,17555,120.8803496,দুর্ভাবনা,d̪urbʱabona,9,12,4,9,9,ভাবনা,NA,NA,1.566666667,238.3794819,2.377268872,231.228,2.364040423,0.0004324735759,-3.364040423,1665,NA,0.1,-1,0.0004194991918,-3.377268872,0.06144955441,-0.005801640555,-0.02984058168,-0.01930935112,-0.008783471733,51.83831728
C18,18,দুঃসুন্দর,CatViol,C18,9,a,দুঃসুন্দর,453,200,16700,121.0606675,দুঃসুন্দর,d̪uʃund̪or,8,10,4,9,9,সুন্দর,Adj,NA,NA,238.1973596,2.376936943,228.669,2.359207293,0.0004373133219,-3.359207293,2587,NA,0.1,-1,0.0004198199349,-3.376936943,0.05462182614,0.05444595147,0.01520293966,-0.02836910777,-0.02236578749,52.45977556
G34,202,দুশ্চিন্তা,Gramm,G34,10,a,দুশ্চিন্তা,380,200,15817,127.8943284,দুশ্চিন্তা,d̪uʃcint̪a,8,11,3,10,10,চিন্তা,NA,NA,1.5,233.9350766,2.369095346,224.578,2.35136721,0.0004452795911,-3.35136721,2660,NA,0.1,-1,0.0004274690288,-3.369095346,0.05462182614,0.1140489168,-0.07833629588,0.01963516654,-0.0006938104697,47.15060417
C19,19,প্রতিদ্রুত,CatViol,C19,10,a,প্রতিদ্রুত,483,158,18602,131.4053441,প্রতিদ্রুত,prot̪id̪rut̪o,10,13,4,10,10,দ্রুত,Adj,NA,NA,229.8559507,2.361455752,248.244,2.39487876,0.0004028294742,-3.39487876,708,NA,0.1,-1,0.0004350550843,-3.361455752,0.06827728267,-0.006446267283,-0.07477685931,-0.006026382559,0.01567409303,55.3902442
S08,236,প্রতিকাঠ,SemViol,S08,8,a,প্রতিকাঠ,479,158,18983,124.1160061,প্রতিকাঠ,prot̪ikatʰ,8,11,4,8,8,কাঠ,NA,NA,6.666666667,227.1592987,2.356330519,224.888,2.351966282,0.0004446657892,-3.351966282,4660,NA,0.1,-1,0.0004402197074,-3.356330519,0.05462182614,-0.005157013827,0.01509569595,0.01418652235,0.02753104497,54.72190545
F02,78,কাঠের,Filler,F02,5,a,কাঠের,371,160,14213,126.1998128,কাঠের,katʰer,5,6,3,5,5,কাঠ,NA,NA,NA,227.1592987,2.356330519,249.875,2.397722807,0.0004002001001,-3.397722807,4660,NA,0.1,-1,0.0004402197074,-3.356330519,0.03413864134,-0.003223133642,0.0562580496,0.1457020764,0.05168323452,39.77474842
C20,20,প্রতিধীর,CatViol,C20,8,a,প্রতিধীর,464,158,19960,123.7434352,প্রতিধীর,prot̪id̪ʱir,8,11,4,8,8,ধীর,Adj,NA,NA,223.5189221,2.349314294,223.519,2.349314446,0.00044738926,-3.349314446,1622,NA,0.1,-1,0.0004473894159,-3.349314294,0.05462182614,-0.005157013827,0.01509569595,0.01291998087,0.009461103567,58.43177627
F14,90,তীরগুলো,Filler,F14,7,a,তীরগুলো,504,200,21005,119.5010749,তীরগুলো,t̪irgulo,7,8,4,7,7,তীর,NA,NA,NA,219.0372644,2.340518007,208.085,2.318240775,0.0004805728428,-3.318240775,5390,NA,0.1,-1,0.0004565433205,-3.340518007,0.04779409787,-0.004512387098,0.06003197359,0.02099460307,0.06560049971,62.50968181
F15,91,শিলাবৃষ্টি,Filler,F15,10,a,শিলাবৃষ্টি,485,197,20522,128.1120864,শিলাবৃষ্টি,ʃilabriʃti,10,10,4,10,10,বৃষ্টি,NA,NA,NA,212.4994873,2.327357887,199.75,2.300486788,0.0005006257822,-3.300486788,1343,NA,0.1,-1,0.0004705893707,-3.327357887,0.06827728267,-0.006446267283,-0.07477685931,-0.01722169459,0.01729924163,56.1212813
G35,203,দুর্ভোগ,Gramm,G35,7,a,দুর্ভোগ,366,200,14258,134.0667162,দুর্ভোগ,d̪urbʱog,6,9,3,7,7,ভোগ,NA,NA,2.766666667,212.3111563,2.326972816,191.08,2.281215233,0.000523341009,-3.281215233,4382,NA,0.1,-1,0.0004710068079,-3.326972816,0.0409663696,0.05573520493,0.01142901567,0.1177798435,0.02034297057,44.31091867
F16,92,হাড়ের,Filler,F16,6,a,হাড়ের,358,169,13141,125.0759579,হাড়ের,haɽer,5,5,3,6,6,হাড়,NA,NA,NA,212.0959208,2.326532316,201.491,2.304255652,0.0004963000829,-3.304255652,2528,NA,0.1,-1,0.0004714847868,-3.326532316,0.03413864134,0.05637983166,0.05636529331,0.1097124562,0.01782435664,38.03990125
F17,93,কলাগুলো,Filler,F17,7,a,কলাগুলো,507,200,18617,120.1798693,কলাগুলো,kɔlagulo,8,8,4,7,7,কলা,NA,NA,6.5,209.2419814,2.320648824,211.334,2.324969373,0.0006218488535,-3.206315162,6077,NA,0.1314178056,-0.8813457889,0.0006280661496,-3.201994613,0.05462182614,-0.06475997913,0.01498845224,0.03297488133,0.07818550753,54.37577792
G36,204,দুঃস্বপ্ন,Gramm,G36,9,a,দুঃস্বপ্ন,329,200,12588,124.7381709,দুঃস্বপ্ন,d̪uʃʃɔpno,8,10,3,9,9,স্বপ্ন,NA,NA,2.033333333,206.1376238,2.314157266,187.585,2.273198108,0.0007447082261,-3.128013849,2565,NA,0.1396960926,-0.8548157412,0.0006776836272,-3.168973007,0.05462182614,0.05444595147,-0.07844353959,0.04107503732,-0.04456445095,40.81715511
S09,237,দুর্সিংহ,SemViol,S09,8,a,দুর্সিংহ,349,200,13935,127.166324,দুর্সিংহ,d̪urʃiŋho,8,10,3,8,8,সিংহ,NA,NA,6.8,206.1003715,2.314078775,195.795,2.291801597,0.0008086122644,-3.092259676,2890,NA,0.1583222383,-0.8004580789,0.0007681802665,-3.114536853,0.05462182614,-0.005157013827,-0.0785507833,0.08149857272,-0.002007759936,42.81047539
S10,238,প্রতিবন্দর,SemViol,S10,10,a,প্রতিবন্দর,550,158,20345,122.9121924,প্রতিবন্দর,prot̪ibɔnd̪ɔr,11,14,5,10,10,বন্দর,NA,NA,5.433333333,202.1195502,2.305608323,220.31,2.34303421,0.0008078760374,-3.092655273,980,NA,0.1779831698,-0.7496210629,0.0008805836428,-3.055229386,0.07510501094,-0.06669385931,-0.0261739014,-0.08216841129,-0.02276128677,60.21665843
C21,21,প্রতিসুস্থ,CatViol,C21,10,a,প্রতিসুস্থ,430,200,17544,126.943504,প্রতিসুস্থ,prot̪iʃust̪ʰo,10,13,4,10,10,সুস্থ,Adj,NA,NA,195.0592062,2.290166453,175.553,2.244408255,0.001172992705,-2.930704689,710,NA,0.2059223883,-0.6862964334,0.001055691717,-2.976462886,0.06827728267,-0.006446267283,-0.07477685931,-0.02119424876,-0.04891087858,51.88104604
F18,94,মাছরাঙা,Filler,F18,7,a,মাছরাঙা,499,158,17727,126.9789513,মাছরাঙা,macʰraŋa,7,9,4,7,7,মাছ,NA,NA,NA,194.3120908,2.288499825,169.052,2.228020313,0.001787364091,-2.747786972,1870,NA,0.3021574743,-0.5197666584,0.001555011184,-2.808266483,0.04779409787,-0.004512387098,0.06003197359,0.04641537705,0.06136045938,51.76127842
G37,205,প্রতিভাস,Gramm,G37,8,a,প্রতিভাস,483,158,18584,119.6049959,প্রতিভাস,prot̪ibʱaʃ,8,11,4,8,8,ভাস,NA,NA,3,190.3747306,2.279609302,177.048,2.248091025,0.001759243523,-2.754674039,5067,NA,0.3114705472,-0.5065830142,0.001636091861,-2.786192316,0.05462182614,-0.005157013827,0.01509569595,-0.001148495854,0.03126820892,54.28921688
G38,206,প্রতিশোধ,Gramm,G38,8,a,প্রতিশোধ,504,160,19027,127.8754473,প্রতিশোধ,prot̪iʃod̪ʱ,8,12,4,8,8,শোধ,NA,NA,1.833333333,185.6116112,2.268605141,157.77,2.198024426,0.002118500579,-2.673971413,1538,NA,0.3342358363,-0.4759469875,0.001800726981,-2.744552128,0.05462182614,-0.005157013827,0.01509569595,0.02696660855,0.05838383291,54.65582084
S11,239,দুর্পেট,SemViol,S11,7,a,দুর্পেট,297,200,12106,123.9042568,দুর্পেট,d̪urpet,6,8,3,7,7,পেট,NA,NA,6.266666667,178.4012233,2.251397828,169.481,2.229121018,0.002185810455,-2.660387501,3420,NA,0.3704533418,-0.4312664832,0.002076517946,-2.682664311,0.0409663696,0.05573520493,0.01142901567,0.08323292542,-0.0647606188,36.96363547
S12,240,প্রতিবাতি,SemViol,S12,9,a,প্রতিবাতি,520,158,21002,123.8988247,প্রতিবাতি,prot̪ibat̪i,9,12,4,9,9,বাতি,NA,NA,5.633333333,172.7699186,2.237468129,183.136,2.262773724,0.002192342947,-2.659091508,1517,NA,0.4014969179,-0.3963177842,0.002323882081,-2.633785913,0.06144955441,-0.005801640555,-0.02984058168,-0.009048152732,0.0674512821,62.18046539
C22,22,প্রতিনীল,CatViol,C22,8,a,প্রতিনীল,464,158,19677,128.2180663,প্রতিনীল,prot̪inil,8,9,4,8,8,নীল,Adj/N,NA,NA,172.2473517,2.236152553,165.357,2.218422584,0.002465608551,-2.608075872,3689,NA,0.4077056332,-0.3896532879,0.002366977658,-2.625805841,0.05462182614,-0.005157013827,0.01509569595,0.02813132962,0.01051075115,56.5886417
F19,95,পাহাড়ের,Filler,F19,8,a,পাহাড়ের,489,169,17213,127.9811065,পাহাড়ের,pahaɽer,7,8,4,8,8,পাহাড়,NA,NA,NA,169.0312372,2.22796697,148.747,2.172448215,0.003074854316,-2.512175456,1354,NA,0.457375355,-0.3397272404,0.002705862908,-2.567694211,0.04779409787,0.0550905782,0.0601392173,0.01765305231,0.03159680449,49.69676255
S13,241,প্রতিপাহাড়,SemViol,S13,11,a,প্রতিপাহাড়,596,169,22071,118.8595321,প্রতিপাহাড়,prot̪ipahaɽ,10,12,5,11,11,পাহাড়,NA,NA,6.333333333,169.0312372,2.22796697,180.863,2.25734973,0.002786311845,-2.554970279,1354,NA,0.5039407192,-0.2976205486,0.002981346688,-2.525587519,0.06827728267,0.05315669802,0.01897686365,-0.1377871419,0.004594876978,65.64677732
C23,23,দুঃখারাপ,CatViol,C23,8,a,দুঃখারাপ,498,200,17156,126.4091288,দুঃখারাপ,d̪ukʰarap,7,9,4,8,8,খারাপ,Adj,NA,NA,153.2993876,2.18554042,159.431,2.20257277,0.003212794288,-2.493117081,261,NA,0.5122190061,-0.2905443109,0.00334129845,-2.476084731,0.04779409787,0.0550905782,0.0601392173,0.01230917022,0.04201758076,52.67856066
C24,24,প্রতিগভীর,CatViol,C24,9,a,প্রতিগভীর,572,158,23773,124.3248404,প্রতিগভীর,prot̪igobʱir,10,12,5,9,9,গভীর,Adj/N,NA,NA,152.2563235,2.182575339,152.256,2.182574416,0.003425363066,-2.465293389,635,NA,0.521532079,-0.2827189733,0.003425355788,-2.465294312,0.06827728267,-0.06604923258,0.01876237623,-0.05486979016,0.01312559323,70.16507014
S14,242,প্রতিমালা,SemViol,S14,9,a,প্রতিমালা,505,158,19175,131.3387779,প্রতিমালা,prot̪imala,9,11,4,9,9,মালা,NA,NA,6.7,148.2982675,2.171136077,155.713,2.192324872,0.003349316236,-2.475043845,4649,NA,0.521532079,-0.2827189733,0.003516777962,-2.453855051,0.06144955441,-0.005801640555,-0.02984058168,0.01624370268,0.05121398273,55.10760032
S15,243,প্রতিসাপ,SemViol,S15,8,a,প্রতিসাপ,465,158,17202,125.2165662,প্রতিসাপ,prot̪iʃap,8,10,4,8,8,সাপ,NA,NA,6.4,145.3936236,2.16254536,142.486,2.153772195,0.004357421239,-2.360770454,3561,NA,0.6208715226,-0.2069982594,0.004270280272,-2.36954362,0.05462182614,-0.005157013827,0.01509569595,0.01792783713,0.0110055032,50.81636104
C25,25,দুঃকালো,CatViol,C25,7,a,দুঃকালো,465,200,16652,125.7984696,দুঃকালো,d̪ukalo,6,7,3,7,7,কালো,Adj,NA,NA,144.618569,2.16022406,156.188,2.193647664,0.004279916976,-2.368564656,1989,NA,0.6684716726,-0.1749169918,0.00462230872,-2.335141052,0.0409663696,0.05573520493,0.01142901567,0.08967223424,0.1370882211,49.61063729
G39,207,প্রতিবন্ধন,Gramm,G39,10,a,প্রতিবন্ধন,540,158,21180,126.6758726,প্রতিবন্ধন,prot̪ibɔnd̪ʱon,11,15,5,10,10,বন্ধন,NA,NA,1.833333333,142.9349724,2.155138502,131.5,2.118925753,0.00540606763,-2.267118526,2098,NA,0.7108978933,-0.1481927728,0.004973575615,-2.303331275,0.07510501094,-0.06669385931,-0.0261739014,-0.06937391475,-0.03386677535,60.78834173
S16,244,প্রতিসেতু,SemViol,S16,9,a,প্রতিসেতু,486,200,19841,129.1071029,প্রতিসেতু,prot̪iʃet̪u,9,12,4,9,9,সেতু,NA,NA,6.3,142.2427006,2.153029989,152.2,2.182414652,0.00521472249,-2.282768798,724,NA,0.793680763,-0.1003541459,0.005579764442,-2.253384135,0.06144955441,-0.005801640555,-0.02984058168,0.008657203153,0.02791259216,59.0691986
F20,96,খাদ্যশস্য,Filler,F20,9,a,খাদ্যশস্য,482,158,15651,121.5661891,খাদ্যশস্য,kʰad̪d̪oʃorʃo,10,14,4,9,9,খাদ্য,NA,NA,NA,140.6149824,2.148031597,140.615,2.148031651,0.006240432519,-2.204785309,1695,NA,0.8774984186,-0.05675365753,0.0062404333,-2.204785254,0.06827728267,-0.06604923258,-0.07488410302,-0.007305123297,0.03017758756,44.37792928
S17,245,প্রতিবালি,SemViol,S17,9,a,প্রতিবালি,503,158,20063,126.5532549,প্রতিবালি,prot̪ibali,9,11,4,9,9,বালি,NA,NA,6.6,137.4061114,2.138006049,138.78,2.142326883,0.006375139932,-2.195510278,2743,NA,0.8847419197,-0.05318339506,0.006438883327,-2.191189444,0.06144955441,-0.005801640555,-0.02984058168,-0.0000245,0.04769373429,58.6899002
S18,246,প্রতিবাগান,SemViol,S18,10,a,প্রতিবাগান,596,158,22036,125.0169089,প্রতিবাগান,prot̪ibagan,10,12,5,10,10,বাগান,NA,NA,6,136.0857247,2.13381257,121.116,2.083201519,0.007509963841,-2.124362154,1618,NA,0.9095767806,-0.04116063472,0.00668385154,-2.174973205,0.06827728267,-0.006446267283,0.01886961994,-0.08468624357,0.02404963357,64.50373558
C26,26,প্রতিগরম,CatViol,C26,8,a,প্রতিগরম,516,158,19695,124.729177,প্রতিগরম,prot̪igɔrom,10,11,5,8,8,গরম,N/Adj,NA,NA,135.9687939,2.133439245,149.566,2.174832879,0.006385858811,-2.194780688,933,NA,0.9551073589,-0.01994780878,0.007024460036,-2.153387054,0.06827728267,-0.1256521979,0.01865513252,-0.02132614674,-0.03590401715,57.15323503
C27,27,প্রতিসঠিক,CatViol,C27,9,a,প্রতিসঠিক,566,158,23169,127.5051156,প্রতিসঠিক,prot̪iʃɔtʰik,10,12,5,9,9,সঠিক,Adj,NA,NA,131.6889195,2.119549234,127.738,2.106320112,0.007574291043,-2.120658011,257,NA,0.9675247893,-0.01433789895,0.007347047823,-2.133887133,0.06827728267,-0.06604923258,0.01876237623,-0.04405855811,0.006678596236,66.06236031
C28,28,দুঃকঠিন,CatViol,C28,7,a,দুঃকঠিন,468,200,18659,130.3431393,দুঃকঠিন,d̪uktʰin,6,8,4,7,7,কঠিন,Adj,NA,NA,131.3608924,2.11846609,114.284,2.057985433,0.008819094869,-2.054575986,344,NA,1.007881438,0.00340944694,0.007672614121,-2.115056643,0.0409663696,0.05573520493,0.1050754949,0.04817907319,0.01615642738,54.62924118
G40,208,প্রতিগ্রাহ,Gramm,G40,10,a,প্রতিগ্রাহ,448,158,17516,121.335311,প্রতিগ্রাহ,prot̪igraho,10,12,4,10,10,গ্রাহ,NA,NA,2.6,126.0069103,2.100394363,124.747,2.09603011,0.008087699295,-2.092175004,1735,NA,1.008916224,0.003855105816,0.008006832495,-2.096539257,0.06827728267,-0.006446267283,-0.07477685931,-0.04025910074,-0.02864738063,52.343671
S19,247,প্রতিহাতি,SemViol,S19,9,a,প্রতিহাতি,503,158,20522,127.8621277,প্রতিহাতি,prot̪ihat̪i,9,12,4,9,9,হাতি,NA,NA,6.7,121.6111399,2.084973359,108.234,2.034363709,0.01020119855,-1.991348799,1269,NA,1.104116524,0.0430149095,0.009079073882,-2.04195845,0.06144955441,-0.005801640555,-0.02984058168,0.004424954387,0.04800076634,60.68523227
C29,29,দুর্সতর্ক,CatViol,C29,9,a,দুর্সতর্ক,396,200,15786,124.6867286,দুর্সতর্ক,d̪urʃot̪ɔrko,10,12,4,9,9,সতর্ক,Adj,NA,NA,119.875804,2.078731533,113.882,2.056455086,0.01021319716,-1.990838284,510,NA,1.163099319,0.06561680145,0.009702536126,-2.013114732,0.06827728267,-0.06604923258,-0.07488410302,0.003303039378,-0.072190327,46.50535353
F21,97,দরজাটা,Filler,F21,6,a,দরজাটা,444,158,16331,125.0205987,দরজাটা,d̪ɔrɟata,7,9,4,6,6,দরজা,NA,NA,NA,118.0690679,2.072136135,105.081,2.021524197,0.01134432793,-1.945221228,291,NA,1.192073323,0.07630296916,0.01009640666,-1.995833166,0.04779409787,-0.0641153524,0.05992472988,0.07192714285,0.01297545169,48.27861771
S20,248,দুর্ব্যাঙ,SemViol,S20,9,a,দুর্ব্যাঙ,352,200,13559,125.9154872,দুর্ব্যাঙ,d̪urbæŋ,6,8,3,9,9,ব্যাঙ,NA,NA,6.4,117.6261795,2.070503991,119.979,2.079105238,0.01036691935,-1.98435028,1147,NA,1.243812617,0.0947549579,0.01057428391,-1.975749033,0.0409663696,0.1749411355,0.01164350309,0.02573180024,-0.03437358197,41.82891053
C30,30,দুঃসাদা,CatViol,C30,7,a,দুঃসাদা,397,200,13534,132.7447619,দুঃসাদা,d̪uʃad̪a,6,8,3,7,7,সাদা,Adj,NA,NA,111.9151963,2.048889061,113.034,2.053209097,0.01218482929,-1.914180551,1363,NA,1.377299994,0.1390285456,0.01230663967,-1.909860515,0.0409663696,0.05573520493,0.01142901567,0.113285907,0.05719679554,41.82250052
S21,249,প্রতিনৌকা,SemViol,S21,9,a,প্রতিনৌকা,562,160,22515,124.6040806,প্রতিনৌকা,prot̪ino͡u̯ka,10,14,4,9,9,নৌকা,NA,NA,6.7,108.1589236,2.034062357,107.077,2.029696195,0.01340388695,-1.872769244,589,NA,1.435248003,0.1569269513,0.01326980664,-1.877135405,0.06827728267,-0.06604923258,-0.07488410302,0.003022080451,0.1267971133,64.6642697
C31,31,প্রতিতীব্র,CatViol,C31,10,a,প্রতিতীব্র,481,158,21099,129.0768676,প্রতিতীব্র,prot̪it̪ibro,10,12,4,10,10,তীব্র,Adj,NA,NA,107.7501832,2.032418017,92.665,1.96691573,0.0157789072,-1.801923078,417,NA,1.462152436,0.1649926521,0.01356983712,-1.867425365,0.06827728267,-0.006446267283,-0.07477685931,-0.01394195533,0.01273021231,61.92515998
F22,98,কাগজপত্র,Filler,F22,8,a,কাগজপত্র,530,158,18151,122.3493421,কাগজপত্র,kagoɟpɔt̪ro,10,12,5,8,8,কাগজ,NA,NA,NA,107.6818873,2.032142659,91.53,1.961563462,0.01604240305,-1.794730577,622,NA,1.468361151,0.1668328857,0.01363610156,-1.865309773,0.06827728267,-0.1256521979,0.01865513252,-0.02941631056,-0.01967856441,54.17795445
G41,209,দুর্ভাগ্য,Gramm,G41,9,a,দুর্ভাগ্য,369,200,14067,127.8022199,দুর্ভাগ্য,d̪urbʱaggo,8,11,3,9,9,ভাগ্য,NA,NA,1.7,106.7826584,2.028500729,116.393,2.065926862,0.01264221653,-1.898176776,1950,NA,1.471465508,0.1677500864,0.01378000445,-1.860750642,0.05462182614,0.05444595147,-0.07844353959,0.05149116256,0.004107758331,44.3194585
S22,250,দুর্দ্বীপ,SemViol,S22,9,a,দুর্দ্বীপ,299,200,13337,131.0394027,দুর্দ্বীপ,d̪urd̪͡ip,6,12,3,9,9,দ্বীপ,NA,NA,5.433333333,101.9015734,2.00818089,100.883,2.003817989,0.01477049309,-1.830605006,2315,NA,1.490091654,0.1732129822,0.01462285227,-1.834967907,0.0409663696,0.1749411355,0.01164350309,0.04315036813,-0.0967099514,40.39676326
G42,210,দুর্বুদ্ধি,Gramm,G42,10,a,দুর্বুদ্ধি,324,200,15226,125.1698954,দুর্বুদ্ধি,d̪urbud̪d̪ʱi,8,13,3,10,10,বুদ্ধি,NA,NA,2.366666667,101.8353471,2.007898548,86.56,1.937317248,0.01999996259,-1.698970817,3221,NA,1.731196762,0.2383464311,0.01699995936,-1.769552117,0.05462182614,0.1140489168,-0.07833629588,0.01037355378,-0.06846773447,46.7872467
C32,32,প্রতিখালি,CatViol,C32,9,a,প্রতিখালি,503,158,19935,131.7986568,প্রতিখালি,prot̪ikʰali,9,11,4,9,9,খালি,Adj,NA,NA,101.434885,2.006187341,89.263,1.950671479,0.01969574398,-1.70562761,2328,NA,1.758101195,0.2450438691,0.01733231319,-1.761143472,0.06144955441,-0.005801640555,-0.02984058168,0.01780704459,0.04892418733,59.34345912
C33,33,দুঃসামান্য,CatViol,C33,10,a,দুঃসামান্য,540,200,19171,126.0765263,দুঃসামান্য,d̪uʃamanno,9,10,4,10,10,সামান্য,Adj/N,NA,NA,98.21463137,1.992176191,90.357,1.955961803,0.02038490488,-1.690691311,416,NA,1.84191885,0.2652704924,0.01875401683,-1.726905699,0.06144955441,0.05380132474,-0.02973333797,-0.03381424943,0.07392847322,56.02022698
S23,251,দুর্সূর্য,SemViol,S23,9,a,দুর্সূর্য,286,200,11863,130.6886182,দুর্সূর্য,d̪urʃurɟo,8,10,3,9,9,সূর্য,NA,NA,5.166666667,97.66722964,1.989748869,104.504,2.019132914,0.01767485245,-1.752644203,2683,NA,1.84709278,0.2664887107,0.01891210375,-1.723260158,0.05462182614,0.05444595147,-0.07844353959,0.06130337058,-0.09471857154,36.66778019
S24,252,প্রতিদুধ,SemViol,S24,8,a,প্রতিদুধ,415,200,16801,131.3241164,প্রতিদুধ,prot̪id̪ud̪ʱ,8,13,4,8,8,দুধ,NA,NA,6.033333333,97.32988945,1.98824623,93.437,1.970518886,0.02028883329,-1.692742926,1316,NA,1.895727716,0.2777759596,0.01947734377,-1.71047027,0.05462182614,-0.005157013827,0.01509569595,0.03869023609,-0.04750361877,51.21611995
F03,79,মাংসের,Filler,F03,6,a,মাংসের,416,160,14516,130.4192733,মাংসের,maŋʃer,6,6,3,6,6,মাংস,NA,NA,NA,97.26883708,1.987973724,88.515,1.947016874,0.02182619015,-1.661022066,1587,NA,1.931945221,0.2859948081,0.01986191342,-1.701978915,0.0409663696,-0.00386776037,0.01132177196,0.1375496071,0.09743955306,41.30740132
