ItemNo,Item.no,Target,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WLp,WordLenPhonetic,WLa,WLc,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq,log_stemFreq,Tp,log_Tp,Types,Exclude,wordFreq,log_wordFreq,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
G53,221,দুঃস্বভাব,Gramm,G53,9,a,দুঃস্বভাব,477,200,17589,124.6881888,দুঃস্বভাব,d̪uʃʃobʱab,8,11,4,9,9,স্বভাব,NA,NA,1.833333333,40.61534543,1.608690151,41.021,1.613006243,0.2767770308,-0.557869954,1208,NA,11.35367058,1.055136289,0.2795414014,-0.5535538619,0.05462182614,0.05444595147,0.01520293966,-0.01603747856,0.007257218708,53.04158571
F29,105,কাঁধের,Filler,F29,6,a,কাঁধের,377,160,14392,126.734371,কাঁধের,kãd̪ʱer,5,9,3,6,6,কাঁধ,NA,NA,NA,40.31318796,1.605447143,37.894,1.578570451,0.3005177207,-0.5221299137,128,NA,11.38781851,1.056440537,0.2824837004,-0.5490066064,0.03413864134,0.05637983166,0.05636529331,0.1153501723,0.04099127289,42.05886119
S51,279,প্রতিছুরি,SemViol,S51,9,a,প্রতিছুরি,464,200,20325,123.5818814,প্রতিছুরি,prot̪icʰuri,9,12,4,9,9,ছুরি,NA,NA,6.5,39.69128165,1.598695123,41.279,1.615729168,0.2810384069,-0.551234325,291,NA,11.6009844,1.064494843,0.2922804182,-0.5342002799,0.06144955441,-0.005801640555,-0.02984058168,-0.01012559017,0.000242100906,62.01913802
F30,106,লবণের,Filler,F30,5,a,লবণের,401,160,13894,123.4374993,লবণের,lɔboner,7,8,4,5,5,লবণ,NA,NA,NA,36.52897603,1.562637498,37.625,1.575476509,0.3098719577,-0.508817724,489,NA,11.65893241,1.066658785,0.3191694287,-0.4959787138,0.04779409787,-0.1237183177,0.05981748617,0.09871456851,-0.02093549433,39.39571931
G54,222,প্রতিসর্গ,Gramm,G54,9,a,প্রতিসর্গ,443,158,16429,126.7256909,প্রতিসর্গ,prot̪iʃɔrgo,10,12,4,9,9,সর্গ,NA,NA,2.6,36.42446266,1.561393154,38.246,1.582586021,0.3068968292,-0.5130075986,1385,NA,11.73757613,1.069578422,0.322244318,-0.4918147316,0.06827728267,-0.06604923258,-0.07488410302,0.01023441896,-0.01536672577,48.98163146
C52,52,দুঃসমগ্র,CatViol,C52,8,a,দুঃসমগ্র,418,200,15207,125.7002216,দুঃসমগ্র,d̪uʃomɔgro,9,10,4,8,8,সমগ্র,Adj,NA,NA,34.50183051,1.537842137,36.227,1.559032371,0.3247434391,-0.4884596143,459,NA,11.76448057,1.070572757,0.3409813449,-0.4672693806,0.06144955441,-0.06540460585,-0.02994782539,0.02924474732,-0.03639707976,45.76644161
G55,223,প্রতিফলন,Gramm,G55,8,a,প্রতিফলন,535,158,20205,122.4016653,প্রতিফলন,prot̪ipʰolon,10,13,6,8,8,ফলন,NA,NA,3.033333333,31.81966553,1.50269561,33.729,1.528003465,0.3562493264,-0.4482459482,267,NA,12.01593353,1.079757517,0.3776260162,-0.4229380931,0.06827728267,-0.1256521979,0.1123016118,-0.08618104323,-0.1392664888,57.13170844
S52,280,প্রতিলেবু,SemViol,S52,9,a,প্রতিলেবু,494,200,18971,127.2070961,প্রতিলেবু,prot̪ilebu,9,11,4,9,9,লেবু,NA,NA,6.666666667,31.3240031,1.495877258,27.565,1.440357997,0.4376019917,-0.3589207101,404,NA,12.0624989,1.081437287,0.3850880381,-0.4144399715,0.06144955441,-0.005801640555,-0.02984058168,0.002198197838,0.03705758389,56.04719543
C53,53,দুর্ঠাণ্ডা,CatViol,C53,10,a,দুর্ঠাণ্ডা,354,200,13829,123.9380388,দুর্ঠাণ্ডা,d̪urtʰanda,8,10,3,10,10,ঠাণ্ডা,Adj/Adb/N,NA,NA,31.19775922,1.494123402,34.318,1.53552197,0.3552610038,-0.4494524614,143,NA,12.19184713,1.086069509,0.3907923977,-0.4080538934,0.05462182614,0.1140489168,-0.07833629588,0.006185901224,-0.03279161092,44.13161549
G56,224,প্রতিধ্বনি,Gramm,G56,10,a,প্রতিধ্বনি,523,158,21730,125.4885934,প্রতিধ্বনি,prot̪id̪ʱd̪ʱoni,10,8,4,10,10,ধ্বনি,NA,NA,2.733333333,30.85110596,1.489270737,32.085,1.506302044,0.381598455,-0.4183933923,1770,NA,12.24358643,1.087908651,0.3968605354,-0.401362086,0.06827728267,-0.006446267283,-0.07477685931,-0.02614016543,0.06223960915,61.85055562
S53,281,প্রতিবরফ,SemViol,S53,8,a,প্রতিবরফ,536,158,20394,126.773632,প্রতিবরফ,prot̪ibɔropʰ,10,13,5,8,8,বরফ,NA,NA,6.633333333,30.70934029,1.487270487,26.41,1.421768401,0.4738230042,-0.3243838581,481,NA,12.51366554,1.097384543,0.4074872798,-0.3898859437,0.06827728267,-0.1256521979,0.01865513252,-0.01437609492,-0.01144770786,58.13830024
S54,282,দুর্জলপাই,SemViol,S54,9,a,দুর্জলপাই,489,200,18888,122.2833182,দুর্জলপাই,d̪urɟɔlpa͡i̯,9,13,5,9,9,জলপাই,NA,NA,6.766666667,30.1081297,1.478683778,29.807,1.474318268,0.4348898786,-0.3616206998,198,NA,12.96276261,1.112697568,0.4305402806,-0.3659862105,0.06144955441,-0.005801640555,0.06380589757,-0.07148261295,-0.09568598472,57.04546429
F31,107,বারান্দায়,Filler,F31,9,a,বারান্দায়,524,166,17914,131.341986,বারান্দায়,barand̪aʲ,8,10,4,9,9,বারান্দা,NA,NA,NA,29.94773789,1.476364023,28.151,1.449493827,0.4606563365,-0.3366229505,168,NA,12.96793653,1.112870876,0.4330189004,-0.3634931472,0.05462182614,0.05444595147,0.01520293966,0.006581867583,0.06516335617,52.2619736
S55,283,প্রতিগাড়ী,SemViol,S55,10,a,প্রতিগাড়ী,522,169,21431,126.5006069,প্রতিগাড়ী,prot̪igaɽi,9,11,4,10,10,গাড়ী,NA,NA,6.833333333,29.22442257,1.465745939,31.27,1.495127881,0.4234117435,-0.3732371008,771,NA,13.24008522,1.12189078,0.4530486509,-0.3438551585,0.06144955441,0.05380132474,-0.02973333797,-0.03237260256,0.05244889937,64.54772431
C54,54,দুর্মেধাবী,CatViol,C54,10,a,দুর্মেধাবী,477,200,20188,129.9871112,দুর্মেধাবী,d̪urmed̪ʱabi,9,12,4,10,10,মেধাবী,Adj,NA,NA,28.21550634,1.450487848,30.191,1.479877498,0.4583548558,-0.3387981634,88,NA,13.83819145,1.141079335,0.490446327,-0.3094085136,0.06144955441,0.05380132474,-0.02973333797,-0.02052035561,-0.0006808793312,58.66056433
C55,55,দুঃসংক্ষিপ্ত,CatViol,C55,12,a,দুঃসংক্ষিপ্ত,543,200,21317,129.1193793,দুঃসংক্ষিপ্ত,d̪uʃʃoŋkkʰipt̪o,12,15,4,12,12,সংক্ষিপ্ত,Adj,NA,NA,26.878563,1.429406046,27.685,1.442244528,0.5069460275,-0.2950382758,188,NA,14.03480077,1.147206252,0.5221559192,-0.2821997944,0.08193273921,-0.00773552074,-0.1646494146,-0.05879018764,0.06870582434,64.22021328
S56,284,দুর্পনির,SemViol,S56,8,a,দুর্পনির,398,200,16279,120.2559097,দুর্পনির,d̪urponir,8,10,4,8,8,পনির,NA,NA,6.7,26.82164978,1.428485487,25.212,1.401607298,0.5575744114,-0.2536971654,363,NA,14.05756606,1.147910133,0.5241126543,-0.2805753544,0.05462182614,-0.005157013827,0.01509569595,0.001064262382,-0.07048018785,48.88523469
S57,285,প্রতিমুর্গি,SemViol,S57,11,a,প্রতিমুর্গি,481,200,20348,123.4402505,প্রতিমুর্গি,prot̪imurgi,10,12,4,11,11,মুরগি,NA,NA,6.6,26.7316234,1.427025334,24.593,1.39081151,0.5850308116,-0.2328212605,208,NA,14.38766275,1.157990249,0.5382262998,-0.2690350848,0.06827728267,0.05315669802,-0.0746696156,-0.0652725496,-0.006602385802,61.42095315
C56,56,দুর্পুরাতন,CatViol,C56,10,a,দুর্পুরাতন,507,200,20340,127.722798,দুর্পুরাতন,d̪urpurat̪ɔn,10,12,5,10,10,পুরাতন,Adj,NA,NA,26.7026494,1.426554354,29.373,1.467948305,0.4948286637,-0.3055451511,178,NA,14.53460234,1.162403154,0.5443131175,-0.2641511994,0.06827728267,-0.006446267283,0.01886961994,-0.07548767013,-0.08201205755,61.84889414
C57,57,প্রতিবোকা,CatViol,C57,9,a,প্রতিবোকা,562,160,21412,123.4544798,প্রতিবোকা,prot̪iboka,9,10,4,9,9,বোকা,Adj/N,NA,NA,26.64884053,1.425678318,26.649,1.425680917,0.5480882048,-0.2611495441,533,NA,14.60600257,1.164531373,0.5480914846,-0.2611469452,0.06144955441,-0.005801640555,-0.02984058168,-0.01055868736,0.1176981739,61.62379497
C58,58,দুর্নগ্ন,CatViol,C58,8,a,দুর্নগ্ন,258,200,10650,128.1492857,দুর্নগ্ন,d̪urnogɔno,9,10,3,8,8,নগ্ন,Adj,NA,NA,26.2194044,1.418622822,24.122,1.382413313,0.6167876316,-0.2098643437,569,NA,14.87815125,1.172548969,0.5674481015,-0.2460738526,0.06144955441,-0.06540460585,-0.1235943046,0.09451285686,-0.1020420146,36.20863458
S58,286,প্রতিছাগল,SemViol,S58,9,a,প্রতিছাগল,556,158,20524,124.036079,প্রতিছাগল,prot̪icʰagɔl,10,12,5,9,9,ছাগল,NA,NA,6.7,25.63785474,1.408881683,23.843,1.377360899,0.6318603993,-0.1993788624,368,NA,15.0654475,1.177982036,0.5876251212,-0.2308996462,0.06827728267,-0.06604923258,0.01876237623,-0.05585142424,-0.006123524662,61.07877635
S59,287,দুঃরসুন,SemViol,S59,7,a,দুঃরসুন,418,200,16232,126.6071071,দুঃরসুন,d̪urʃun,6,8,4,7,7,রসুন,NA,NA,6.7,23.84457082,1.37738951,21.222,1.32678631,0.7143347946,-0.1460981953,498,NA,15.15961301,1.180688115,0.6357679123,-0.196701395,0.0409663696,0.05573520493,0.1050754949,0.03547856504,-0.04466177712,48.96478881
S60,288,প্রতিহাঁস,SemViol,S60,9,a,প্রতিহাঁস,448,158,17745,130.2858313,প্রতিহাঁস,prot̪ihãʃ,8,11,4,9,9,হাঁস,NA,NA,6.733333333,22.25513973,1.347430325,19.139,1.281919242,0.8052719975,-0.09405740279,630,NA,15.41210076,1.18786184,0.6925187146,-0.1595684857,0.05462182614,0.05444595147,0.01520293966,0.002991507368,-0.02619595358,52.6060004
C59,59,দুঃশুকনো,CatViol,C59,8,a,দুঃশুকনো,516,200,19467,130.033354,দুঃশুকনো,d̪uʃukno,7,8,4,8,8,শুকনো,Adj,NA,NA,21.98506061,1.342127667,20.446,1.310608356,0.7608302847,-0.1187122087,76,NA,15.555936,1.191896148,0.7075684837,-0.1502315195,0.04779409787,0.0550905782,0.0601392173,0.02462959446,0.06444679589,56.85301659
G57,225,দুশমন,Gramm,G57,5,a,দুশমন,360,200,13225,123.8198404,দুশমন,d̪uʃɔmon,7,9,4,5,5,শমন,NA,NA,2.4,21.73671201,1.337193851,22.824,1.358391759,0.7065414919,-0.150862329,560,NA,16.12610301,1.20752943,0.7418832711,-0.1296644218,0.04779409787,-0.1237183177,0.05981748617,0.1000143234,-0.06999809449,36.48279845
C60,60,দুঃসস্তা,CatViol,C60,8,a,দুঃসস্তা,368,200,13668,124.0702271,দুঃসস্তা,d̪uʃɔst̪a,7,9,3,8,8,সস্তা,Adj,NA,NA,21.63840735,1.335225292,19.258,1.284611182,0.8805727931,-0.05523473698,153,NA,16.95807085,1.229376445,0.7837023574,-0.1058488469,0.04779409787,0.0550905782,-0.03350726196,0.06130076087,0.01121458642,41.3297028
S61,289,প্রতিদড়ি,SemViol,S61,9,a,প্রতিদড়ি,471,169,18870,124.6476507,প্রতিদড়ি,prot̪id̪oɽi,8,9,4,9,9,দড়ি,NA,NA,6.433333333,21.17896242,1.32590468,21.179,1.32590545,0.8598216044,-0.06559164673,385,NA,18.21016176,1.260313804,0.8598231301,-0.06559087611,0.05462182614,0.05444595147,0.01520293966,-0.01617528638,0.0000547,56.90349158
C61,61,প্রতিনোংরা,CatViol,C61,10,a,প্রতিনোংরা,602,160,22651,118.9756482,প্রতিনোংরা,prot̪inoŋra,10,11,4,10,10,নোংরা,Adj,NA,NA,21.0558229,1.323372219,22.319,1.348674732,0.8238785308,-0.08413681412,120,NA,18.38814493,1.264537918,0.8733045019,-0.05883430103,0.06827728267,-0.006446267283,-0.07477685931,-0.04828069022,0.1554198876,66.77429724
C62,62,দুঃউদ্বিগ্ন,CatViol,C62,11,a,দুঃউদ্বিগ্ন,456,200,18727,124.6518002,দুঃউদ্বিগ্ন,d̪uud̪bigho,9,11,4,11,11,উদ্বিগ্ন,Adj,NA,NA,20.88094409,1.319750131,22.76,1.357172258,0.8091880022,-0.09195056512,69,NA,18.41711893,1.265221693,0.8820060458,-0.05452843793,0.06144955441,0.11340429,-0.02962609426,-0.07082667054,-0.04511836036,62.25728045
S62,290,দুর্গুদাম,SemViol,S62,9,a,দুর্গুদাম,389,200,15448,124.7350674,দুর্গুদাম,d̪urgud̪am,8,11,4,9,9,গুদাম,NA,NA,6.033333333,20.71123921,1.316206085,20.504,1.311838593,0.8989777956,-0.04625103506,244,NA,18.43264072,1.265587558,0.889982513,-0.05061852658,0.05462182614,0.05444595147,0.01520293966,-0.01587811643,-0.09822938003,48.00391346
C63,63,প্রতিতাজা,CatViol,C63,9,a,প্রতিতাজা,538,158,20745,124.3841963,প্রতিতাজা,prot̪it̪aɟa,9,11,4,9,9,তাজা,Adj,NA,NA,20.43598617,1.3103956,18.392,1.264628958,1.003672529,0.001592037384,516,NA,18.45954515,1.266220996,0.903286242,-0.04417460446,0.06144955441,-0.005801640555,-0.02984058168,-0.007398149298,0.08914419294,62.05272091
S63,291,দুঃহরিণ,SemViol,S63,7,a,দুঃহরিণ,431,200,16346,120.7118029,দুঃহরিণ,d̪uhorin,7,9,4,7,7,হরিণ,NA,NA,6.566666667,20.09036768,1.302987885,17.68,1.247482261,1.050530068,0.02140848713,651,NA,18.5733716,1.268890748,0.924491373,-0.03409713717,0.04779409787,-0.004512387098,0.06003197359,0.02511042971,-0.02163054152,49.81000789
S64,292,প্রতিহীরা,SemViol,S64,9,a,প্রতিহীরা,486,158,20759,127.8900248,প্রতিহীরা,prot̪ihira,9,11,4,9,9,হীরা,NA,NA,6.633333333,19.81614943,1.297019269,20.014,1.301333895,0.9372221185,-0.02815747057,482,NA,18.75756348,1.273176425,0.9465796343,-0.02384284365,0.06144955441,-0.005801640555,-0.02984058168,0.004519789583,0.02762709308,60.22515908
F32,108,পুতুলের,Filler,F32,7,a,পুতুলের,426,200,17306,126.5757597,পুতুলের,put̪uler,7,9,4,7,7,পুতুল,NA,NA,NA,19.25529549,1.284550188,17.715,1.248341157,1.10090936,0.04175156408,345,NA,19.50260931,1.290092721,1.012843938,0.0055425331,0.04779409787,-0.004512387098,0.06003197359,0.04504474159,-0.026249171,51.92280626
S65,293,প্রতিচাবি,SemViol,S65,9,a,প্রতিচাবি,492,158,19754,125.5309854,প্রতিচাবি,prot̪icabi,9,11,4,9,9,চাবি,NA,NA,6.733333333,19.1445734,1.282045693,16.656,1.221570712,1.181405387,0.0723989467,377,NA,19.67748812,1.293969659,1.027836333,0.0119239655,0.06144955441,-0.005801640555,-0.02984058168,-0.003499680675,0.03426673348,58.00725992
S66,294,দুর্জানালা,SemViol,S66,10,a,দুর্জানালা,495,200,18715,130.274594,দুর্জানালা,d̪urɟanala,9,11,4,10,10,জানলা,NA,NA,6.6,19.09697325,1.28096454,18.906,1.276599654,1.050658499,0.02146157792,112,NA,19.86374958,1.298061231,1.04015172,0.01709669172,0.06144955441,0.05380132474,-0.02973333797,-0.01954306809,0.02096561126,55.70029172
S67,295,দুর্তামাক,SemViol,S67,9,a,দুর্তামাক,475,200,18306,127.3990242,দুর্তামাক,d̪urt̪amak,8,11,4,9,9,তামাক,NA,NA,6.133333333,18.73790255,1.272720976,20.612,1.314120134,0.9729858801,-0.01189346215,241,NA,20.05518496,1.302226672,1.07030042,0.02950569565,0.05462182614,0.05444595147,0.01520293966,-0.006822090353,0.00549544696,53.30234083
C64,64,প্রতিভিজা,CatViol,C64,9,a,প্রতিভিজা,537,158,21985,128.2494756,প্রতিভিজা,prot̪ibʱiɟa,9,11,4,9,9,ভিজা,V/Adj,NA,NA,18.62925003,1.270195372,16.58,1.219584526,1.297289452,0.1130368869,518,NA,21.50905911,1.332621413,1.154585347,0.0624260415,0.06144955441,-0.005801640555,-0.02984058168,0.005741729751,0.08885206401,65.63613116
S68,296,দুর্বি়ড়াল,SemViol,S68,11,a,দুর্বি়ড়াল,455,200,18453,126.8779783,দুর্বি়ড়াল,d̪urbiɽal,8,9,4,11,11,বিড়াল,NA,NA,6.8,18.4781713,1.266658989,16.446,1.216060286,1.358699143,0.1331233014,453,NA,22.3451661,1.349183587,1.209273674,0.08252459841,0.05462182614,0.1736518821,0.01541742708,-0.07293159845,-0.0546242545,54.83853345
C65,65,দুর্ধারালো,CatViol,C65,10,a,দুর্ধারালো,518,200,19752,127.5196711,দুর্ধারালো,d̪urd̪ʱaralo,9,12,4,10,10,ধারালো,Adj/Multimorph,NA,NA,18.45126686,1.26602619,16.975,1.229809783,1.331780084,0.1244325159,11,NA,22.60696692,1.354242299,1.225225731,0.08821610874,0.06144955441,0.05380132474,-0.02973333797,-0.02890833018,0.04789260361,58.69801014
F33,109,আয়নায়,Filler,F33,7,a,আয়নায়,466,166,16907,127.97906,আয়নায়,aʲnaʲ,5,6,4,7,7,আয়না,NA,NA,NA,18.36641442,1.26402438,17.999,1.255248377,1.261186602,0.1007793485,224,NA,22.70009765,1.356027725,1.235956956,0.0920033459,0.03413864134,0.115982797,0.1501190163,0.03046972905,0.004374926021,47.38749237
F34,110,খুরের,Filler,F34,5,a,খুরের,318,200,12731,132.6272585,খুরের,kʰurer,5,6,3,5,5,খুর,NA,NA,NA,17.96181315,1.254350174,18.141,1.258661223,1.2570187,0.09934173857,1046,NA,22.80357624,1.358002962,1.269558705,0.1036527876,0.03413864134,-0.003223133642,0.0562580496,0.1675519487,-0.01034735612,37.40751716
S69,297,দুর্চিংড়ি,SemViol,S69,10,a,দুর্চিংড়ি,411,200,17330,124.9531572,দুর্চিংড়ি,d̪urciŋɽi,8,10,3,10,10,চিংড়ি,NA,NA,6.766666667,16.75628761,1.224177806,15.583,1.192651071,1.476311332,0.1691779532,166,NA,23.00535948,1.361829024,1.372938924,0.1376512178,0.05462182614,0.1140489168,-0.07833629588,0.00963676,0.03578018272,53.83430185
C66,66,দুর্পাতলা,CatViol,C66,9,a,দুর্পাতলা,456,200,16878,125.1060226,দুর্পাতলা,d̪urpat̪ɔla,9,11,4,9,9,পাতলা,Adj,NA,NA,16.22544246,1.210196549,14.765,1.169233451,1.56910402,0.1956517351,329,NA,23.16782086,1.364885186,1.427869897,0.1546886378,0.06144955441,-0.005801640555,-0.02984058168,-0.004944326549,-0.008991060418,51.58371623
S70,298,প্রতিমোরগ,SemViol,S70,9,a,প্রতিমোরগ,595,160,22690,122.7984008,প্রতিমোরগ,prot̪imorɔg,10,12,5,9,9,মোরগ,NA,NA,6.366666667,15.96260685,1.203103817,15.963,1.203114514,1.472801791,0.1681443036,432,NA,23.51033499,1.371258817,1.472838065,0.1681549999,0.06827728267,-0.06604923258,0.01876237623,-0.06005886711,0.04034076008,65.81615938
F35,111,উদ্ভিদের,Filler,F35,8,a,উদ্ভিদের,463,160,18559,125.518632,উদ্ভিদের,ud̪bʱid̪er,7,11,4,8,8,উদ্ভিদ,NA,NA,NA,15.59318829,1.192934923,14.502,1.161427901,1.649007136,0.2172225349,332,NA,23.91390148,1.378650436,1.533612051,0.1857155126,0.04779409787,0.0550905782,0.0601392173,0.009281958124,-0.0001505806156,56.09608878
S71,299,দুর্কম্বল,SemViol,S71,9,a,দুর্কম্বল,380,200,15121,131.1193421,দুর্কম্বল,d̪urkombol,9,11,4,9,9,কম্বল,NA,NA,6.533333333,15.36657018,1.186576944,16.75,1.224014811,1.435356115,0.1569596639,210,NA,24.04221493,1.380974475,1.564579125,0.1943975315,0.06144955441,-0.005801640555,-0.02984058168,0.01549773851,-0.09869203088,43.43910559
C67,67,দুর্তরল,CatViol,C67,7,a,দুর্তরল,377,200,14827,122.0664355,দুর্তরল,d̪urt̪ɔrɔl,8,10,4,7,7,তরল,Adj,NA,NA,15.16582172,1.180865946,13.346,1.125351121,1.838516602,0.2644675559,338,NA,24.53684257,1.389818676,1.61790393,0.2089527301,0.05462182614,-0.06475997913,0.01498845224,0.03938819581,-0.07722066704,44.41359525
S72,300,দুঃইঁদুর,SemViol,S72,8,a,দুঃইঁদুর,390,200,16183,122.2534035,দুঃইঁদুর,d̪uĩd̪ur,6,10,4,8,8,ইঁদুর,NA,NA,6.633333333,14.65256793,1.165913743,14.36,1.15715444,1.725555882,0.2369290285,171,NA,24.77898247,1.394083468,1.691101696,0.228169725,0.0409663696,0.1153381702,0.1051827386,-0.01149081056,-0.09726084936,50.87954502
S73,301,প্রতিমাছি,SemViol,S73,9,a,প্রতিমাছি,503,158,20398,127.4484916,প্রতিমাছি,prot̪imacʰi,9,12,4,9,9,মাছি,NA,NA,6.266666667,14.46527169,1.160326595,13.163,1.119354881,1.890883883,0.2766648601,320,NA,24.88970455,1.396019741,1.720652407,0.2356931463,0.06144955441,-0.005801640555,-0.02984058168,0.003018813226,0.04790373664,59.60186079
C68,68,প্রতিখাড়া,CatViol,C68,10,a,প্রতিখাড়া,523,169,19636,131.9564258,প্রতিখাড়া,prot̪ikʰaɽa,9,11,4,10,10,খাড়া,Adj,NA,NA,14.0472182,1.147590329,13.766,1.138807765,1.846693629,0.2663948508,344,NA,25.42158449,1.405202616,1.809723757,0.2576122875,0.06144955441,0.05380132474,-0.02973333797,-0.0138257409,0.0549275478,59.28219754
S74,302,দুর্চুড়ি,SemViol,S74,9,a,দুর্চুড়ি,314,200,14537,122.3040476,দুর্চুড়ি,d̪urcuɽi,7,9,3,9,9,চুড়ি,NA,NA,5.966666667,13.83301752,1.140916927,15.078,1.178343739,1.753673124,0.2439486462,308,NA,26.44188336,1.422292385,1.911505087,0.2813754582,0.04779409787,0.1146935435,-0.03340001825,0.02312758111,-0.07194725509,45.47825098
C69,69,প্রতিরুক্ষ,CatViol,C69,10,a,প্রতিরুক্ষ,454,200,19438,125.7599064,প্রতিরুক্ষ,prot̪irukkʰo,10,12,4,10,10,রুক্ষ,Adj,NA,NA,13.51637305,1.13086017,14.057,1.147892645,1.899745249,0.2786953672,782,NA,26.70471897,1.426588012,1.975731128,0.2957278422,0.06827728267,-0.006446267283,-0.07477685931,-0.02521784656,-0.02041645242,56.8157619
S75,303,দুর্ভেড়া,SemViol,S75,9,a,দুর্ভেড়া,383,200,15303,128.4392692,দুর্ভেড়া,d̪urbʱeɽa,7,10,3,9,9,ভেড়া,NA,NA,6.6,13.25457222,1.122365716,12.724,1.10462366,2.234337238,0.3491487237,220,NA,28.42970702,1.453772384,2.144898119,0.3314066683,0.04779409787,0.1146935435,-0.03340001825,0.043984048,0.01221163507,47.06146793
S76,304,প্রতিবানর,SemViol,S76,9,a,প্রতিবানর,556,158,21265,129.4845775,প্রতিবানর,prot̪ibanɔr,10,11,5,9,9,বানর,NA,NA,6.766666667,12.74235321,1.105249639,11.213,1.049721822,2.597992673,0.4146379219,585,NA,29.13129184,1.464359744,2.286178335,0.3591101048,0.06827728267,-0.06604923258,0.01876237623,-0.03732944801,-0.004845429739,60.93735205
F36,112,তিমিগুলি,Filler,F36,8,a,তিমিগুলি,502,200,22089,123.6089705,তিমিগুলি,t̪imiguli,8,10,4,8,8,তিমি,NA,NA,6.2,12.69682264,1.103695053,12.316,1.09046968,2.424134618,0.3845567335,733,NA,29.85564195,1.475026414,2.351426242,0.3713313607,0.05462182614,-0.005157013827,0.01509569595,0.01246287292,0.05498534101,66.04497628
F37,113,বাঁশির,Filler,F37,6,a,বাঁশির,357,158,14050,123.0733856,বাঁশির,bãʃir,5,7,3,6,6,বাঁশি,NA,NA,NA,12.58506576,1.099855489,11.201,1.049256797,2.676899866,0.427632126,188,NA,29.9839554,1.476888923,2.382502879,0.377033434,0.03413864134,0.05637983166,0.05636529331,0.1029047831,0.01615576201,40.64987729
F38,114,মুকুটের,Filler,F38,7,a,মুকুটের,417,200,18324,126.0607927,মুকুটের,mukuter,7,8,4,7,7,মুকুট,NA,NA,NA,12.41018695,1.093778324,13.651,1.135164467,2.221101809,0.3465684659,371,NA,30.3202608,1.481732933,2.443175185,0.3879546087,0.04779409787,-0.004512387098,0.06003197359,0.04329412965,-0.03715949746,53.17903843
F39,115,খাঁচায়,Filler,F39,6,a,খাঁচায়,348,166,12550,122.3148514,খাঁচায়,kʰãcaʲ,5,8,3,6,6,খাঁচা,NA,NA,NA,12.38535209,1.092908357,11.271,1.05196245,2.707281143,0.4325333582,140,NA,30.51376576,1.484495808,2.463697886,0.3915874508,0.03413864134,0.05637983166,0.05636529331,0.1003261731,0.005188300187,37.23683175
G58,226,দুর্বচন,Gramm,G58,7,a,দুর্বচন,349,200,13438,124.9035866,দুর্বচন,d̪urbocɔn,8,10,4,7,7,বচন,NA,NA,2.066666667,12.20219499,1.086437961,12.812,1.10761693,2.386016563,0.377673454,1198,NA,30.5696442,1.485290384,2.505257802,0.3988524233,0.05462182614,-0.06475997913,0.01498845224,0.04903298973,-0.1101225521,39.32641305
