ItemNo,Item.no,Target,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WLp,WordLenPhonetic,WLa,WLc,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq,log_stemFreq,Tp,log_Tp,Types,Exclude,wordFreq,log_wordFreq,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
F40,116,বড়িগুলো,Filler,F40,8,a,বড়িগুলো,504,200,19747,130.7978833,বড়িগুলো,boɽigulo,8,9,4,8,8,বড়ি,NA,NA,6.5,12.0624989,1.081437287,10.977,1.040483664,2.821174889,0.4504300096,620,NA,30.96803676,1.490913674,2.567298618,0.4094763871,0.05462182614,-0.005157013827,0.01509569595,0.03690132545,0.05906937052,59.50513379
F41,117,কোলবালিশ,Filler,F41,8,a,কোলবালিশ,624,158,22718,127.00733,কোলবালিশ,kolbaliʃ,8,9,5,8,8,বালিশ,NA,NA,6.666666667,11.60512354,1.064649768,10.793,1.033142177,2.956325612,0.4707522659,190,NA,31.90762233,1.503894443,2.749442711,0.4392446749,0.05462182614,-0.005157013827,0.1087421752,-0.03292712875,0.07644616977,62.57718726
F42,118,জলকামান,Filler,F42,7,a,জলকামান,575,158,20538,126.695523,জলকামান,ɟɔlkaman,8,9,5,7,7,কামান,NA,NA,NA,11.58442783,1.063874588,12.627,1.10130018,2.535950644,0.4041407968,484,NA,32.02144878,1.505440977,2.764180437,0.441566389,0.05462182614,-0.06475997913,0.1086349315,-0.001817989941,0.03564042243,56.71813185
F43,119,মটরশুঁটি,Filler,F43,8,a,মটরশুঁটি,477,200,21101,122.1405932,মটরশুঁটি,mɔtrʃũti,8,10,5,8,8,মটর,NA,NA,6.633333333,11.39816637,1.056834992,10.03,1.001300933,3.349900023,0.5250318458,335,NA,33.59949723,1.526332779,2.947798456,0.4694977871,0.05462182614,-0.005157013827,0.1087421752,-0.04947142683,-0.1009243947,62.62421928
F44,120,সাবানের,Filler,F44,7,a,সাবানের,488,160,17444,131.3295637,সাবানের,ʃabaner,7,8,4,7,7,সাবান,NA,NA,NA,10.60655518,1.025574356,9.97,0.9986951583,3.40233858,0.5317775297,181,NA,33.92131564,1.530472688,3.198146341,0.5048983323,0.04779409787,-0.004512387098,0.06003197359,0.06120512865,0.04919381555,48.53144345
C70,70,দুর্মসৃণ,CatViol,C70,8,a,দুর্মসৃণ,352,200,13848,129.8686003,দুর্মসৃণ,d̪urmoʃɔrin,10,11,4,8,8,মসৃণ,Adj,NA,NA,10.43271115,1.018397183,10.328,1.014016229,3.557527297,0.5511482411,80,NA,36.74214192,1.56516447,3.521821068,0.5467672871,0.06827728267,-0.1256521979,-0.07499134673,0.05308774289,-0.1057131996,40.90484314
F45,121,সারসগুলি,Filler,F45,8,a,সারসগুলি,539,200,20685,125.7668181,সারসগুলি,ʃarosguli,9,10,5,8,8,সারস,NA,NA,5.866666667,10.32302385,1.013806931,8.775,0.9432471251,4.208954679,0.6241742494,794,NA,36.93357731,1.567421375,3.577786688,0.5536144438,0.06144955441,-0.06540460585,0.06369865386,-0.02747146377,-0.0169166438,60.3694734
F46,122,থালাবাসন,Filler,F46,8,a,থালাবাসন,580,158,20016,124.5762978,থালাবাসন,t̪ʰalabaʃon,9,12,5,8,8,থালা,NA,NA,NA,9.70111754,0.9868217666,9.119,0.9599472157,4.139937814,0.6169938177,376,NA,37.75209293,1.576941033,3.89152,0.5901192668,0.06144955441,-0.06540460585,0.06369865386,-0.03151859504,0.03195637574,55.55094326
F47,123,খড়িমাটি,Filler,F47,7,a,খড়িমাটি,493,194,20136,126.3155133,খড়িমাটি,kʰoɽimati,8,10,4,7,7,খড়ি,NA,NA,6,9.650413033,0.9845459013,8.299,0.9190257646,4.648494041,0.6673122786,386,NA,38.57785205,1.586338043,3.997533776,0.6017921419,0.05462182614,-0.06475997913,0.01498845224,0.05383278416,0.06284108294,60.00721157
C71,71,দুর্মিঠা,CatViol,C71,8,a,দুর্মিঠা,342,200,15156,124.4121979,দুর্মিঠা,d̪urmitʰa,7,9,3,8,8,মিঠা,Adj/N,NA,NA,9.351359916,0.9708747725,8.977,0.9531312252,4.382249578,0.6416971079,321,NA,39.33945446,1.594828333,4.206816422,0.6239535606,0.04779409787,0.0550905782,-0.03350726196,0.0624632784,-0.01987493903,44.92181347
F48,124,প্রজাপতি,Filler,F48,8,a,প্রজাপতি,481,158,18102,130.7959042,প্রজাপতি,proɟapot̪i,9,11,4,8,8,প্রজাপতি,NA,NA,NA,9.151646243,0.9614992241,8.694,0.9392196359,4.634517166,0.6660044951,317,NA,40.29249224,1.605224131,4.402758932,0.6437249068,0.06144955441,-0.06540460585,-0.02994782539,0.04656733849,0.04032494013,54.53085143
F49,125,মাখনের,Filler,F49,6,a,মাখনের,449,160,16234,120.6762097,মাখনের,makʰoner,7,9,4,6,6,মাখন,NA,NA,6.466666667,9.122672238,0.9601220717,9.305,0.9687163775,4.351327411,0.6386217626,171,NA,40.48910156,1.60733814,4.438294011,0.6472160683,0.04779409787,-0.0641153524,0.05992472988,0.05715854747,0.01795053752,45.36104111
C72,72,প্রতিঅলস,CatViol,C72,8,a,প্রতিঅলস,543,158,20358,127.4959345,প্রতিঅলস,prot̪i͡ɔ̯lɔʃ,9,12,5,8,8,অলস,NA,NA,NA,9.035750225,0.9559642172,8.945,0.9515803449,4.76198162,0.6777877148,189,NA,42.59592559,1.62936806,4.714154833,0.6734038425,0.06144955441,-0.06540460585,0.06369865386,-0.02159339427,-0.01171568682,58.71483725
F50,126,ঝর্ণাধারা,Filler,F50,9,a,ঝর্ণাধারা,499,158,17925,126.5972158,ঝর্ণাধারা,ɟʱɔrnad̪ʱara,9,12,4,9,9,ঝর্ণা,NA,NA,NA,7.98440778,0.9022427092,7.425,0.870696458,5.866992,0.768415496,347,NA,43.5624156,1.639111954,5.455935719,0.7368692449,0.06144955441,-0.005801640555,-0.02984058168,0.0001249315213,0.04290870128,52.31114634
F51,127,কচ্ছপের,Filler,F51,7,a,কচ্ছপের,462,160,16415,124.6081806,কচ্ছপের,kɔccʰoper,8,10,4,7,7,কচ্ছপ,NA,NA,6.6,7.939911988,0.8998156884,8.019,0.9041202135,5.509954097,0.7411479808,179,NA,44.1843219,1.645268194,5.564837742,0.7454525058,0.05462182614,-0.06475997913,0.01498845224,0.04802876757,0.02527665552,46.06832072
F52,128,পান্নাগুলো,Filler,F52,10,a,পান্নাগুলো,528,200,19544,121.6072846,পান্নাগুলো,pannagulo,9,10,4,10,10,পান্না,NA,NA,6.233333333,7.87161612,0.8960639064,8.265,0.9172428579,5.405300715,0.7328198602,219,NA,44.67481041,1.650062718,5.675430525,0.7539988117,0.06144955441,0.05380132474,-0.02973333797,-0.04900727711,0.05849405413,59.83149481
F53,129,বোতামের,Filler,F53,7,a,বোতামের,532,160,19755,120.4414327,বোতামের,bot̪amer,7,9,4,7,7,বোতাম,NA,NA,6.833333333,7.799181109,0.8920490054,6.941,0.8414220444,6.442924792,0.8090830619,80,NA,44.72034098,1.650505106,5.733979036,0.7584561008,0.04779409787,-0.004512387098,0.06003197359,0.02419131586,0.09938850317,55.68418566
F54,130,রুমালগুলি,Filler,F54,9,a,রুমালগুলি,539,200,22141,124.8055189,রুমালগুলি,rumalguli,9,10,5,9,9,রুমাল,NA,NA,6.666666667,7.39561462,0.8689742723,7.913,0.8983411657,5.848312109,0.7670305417,157,NA,46.27769372,1.665371707,6.257450678,0.7963974351,0.06144955441,-0.005801640555,0.06380589757,-0.06290848167,-0.03515251772,65.5210496
F55,131,ঝুড়িতে,Filler,F55,7,a,ঝুড়িতে,408,200,17349,121.4806427,ঝুড়িতে,ɟʱuɽit̪e,6,9,4,7,7,ঝুড়ি,NA,NA,6.566666667,7.379058046,0.8680009267,7.748,0.889189612,6.168782213,0.7901994379,162,NA,47.79572459,1.67938905,6.477212172,0.8113881233,0.0409663696,0.05573520493,0.1050754949,0.01805133225,-0.05785269322,52.36081325
F56,132,গাজরগুলো,Filler,F56,8,a,গাজরগুলো,595,200,21839,123.3567892,গাজরগুলো,gaɟrgulo,8,9,5,8,8,গাজর,NA,NA,6.666666667,7.124500722,0.8527544348,7.338,0.8655777074,6.588193119,0.8187663211,59,NA,48.34416111,1.684344029,6.785620915,0.8315895937,0.05462182614,-0.005157013827,0.1087421752,-0.04533701193,0.04082358217,65.2294082
F57,133,আনারসটা,Filler,F57,7,a,আনারসটা,586,158,21714,126.4449766,আনারসটা,anarʃta,7,8,5,7,7,আনারস,NA,NA,6.6,7.05723964,0.8486348649,7.34,0.8656960599,6.595420627,0.8192424981,47,NA,48.4103874,1.684938558,6.859677419,0.8363036932,0.04779409787,-0.004512387098,0.1536784528,-0.0123424544,0.03993958029,61.8258651
G59,227,দুর্দৈব,Gramm,G59,7,a,দুর্দৈব,301,200,12074,123.3231778,দুর্দৈব,d̪urd̪ibo,7,10,4,7,7,দৈব,NA,NA,1.833333333,6.967213269,0.8430591047,6.619,0.8207923811,7.353092408,0.8664700239,1214,NA,48.67011865,1.687262405,6.985593346,0.8442033003,0.04779409787,-0.004512387098,0.06003197359,0.03398770549,-0.1768666923,36.77043359
C73,73,দুর্ধলা,CatViol,C73,7,a,দুর্ধলা,309,200,11892,127.3838742,দুর্ধলা,d̪urd̪ʱola,7,10,3,7,7,ধলা,NA,NA,NA,6.910300046,0.8394969049,6.012,0.7790189719,8.226995186,0.9152412432,367,NA,49.46069506,1.694260215,7.157532196,0.8547633102,0.04779409787,-0.004512387098,-0.03361450567,0.1047345015,-0.04072907424,36.30768163
G60,228,প্রতিক্রোশ,Gramm,G60,10,a,প্রতিক্রোশ,544,160,20211,130.1937517,প্রতিক্রোশ,prot̪ikroʃ,9,11,4,10,10,ক্রোশ,NA,NA,2.333333333,6.309089455,0.7999666852,5.489,0.7394932308,9.368120658,0.9716524756,306,NA,51.42161429,1.711145706,8.150401838,0.9111790212,0.06144955441,0.05380132474,-0.02973333797,-0.01981788861,0.07968962673,58.18947093
F58,134,কাঁকড়াগুলি,Filler,F58,11,a,কাঁকড়াগুলি,634,200,24922,123.5058464,কাঁকড়াগুলি,kãkɽaguli,9,11,5,11,11,কাঁকড়া,NA,NA,6.7,5.788592162,0.7625729522,6.31,0.8000293592,8.733199171,0.9411733649,136,NA,55.10648677,1.741202724,9.519842688,0.9786297719,0.06144955441,0.11340429,0.06402038499,-0.1316649031,0.04241130838,74.45976395
F59,135,চিতাবাঘ,Filler,F59,7,a,চিতাবাঘ,494,158,18588,128.7756413,চিতাবাঘ,cit̪abagʱ,7,10,4,7,7,চিতাবাঘ,NA,NA,NA,5.778244303,0.7617958998,6.125,0.787106093,9.579667468,0.981350434,194,NA,58.67546324,1.768456527,10.15454871,1.006660627,0.04779409787,-0.004512387098,0.06003197359,0.05252316059,0.0557877408,53.64929215
F60,136,ষাঁড়গুলো,Filler,F60,9,a,ষাঁড়গুলো,506,200,19417,127.3738054,ষাঁড়গুলো,ʃãɽgulo,7,9,4,9,9,ষাঁড়,NA,NA,6.766666667,5.70891365,0.7565534741,5.423,0.7342396044,11.01551789,1.04200492,111,NA,59.73715354,1.776244525,10.46383904,1.019691051,0.04779409787,0.1146935435,0.06024646101,-0.01658056168,0.03382418783,58.5690523
F61,137,শসাগুলো,Filler,F61,7,a,শসাগুলো,488,200,17494,125.4076135,শসাগুলো,ʃɔʃagulo,8,9,4,7,7,শসা,NA,NA,6.4,5.652000427,0.752202186,5.709,0.756560043,10.52403875,1.022182439,284,NA,60.08173724,1.778742482,10.6301721,1.026540296,0.05462182614,-0.06475997913,0.01498845224,0.05074641119,0.05663392856,50.42147797
F62,138,বালতিগুলো,Filler,F62,9,a,বালতিগুলো,634,200,24333,125.0704762,বালতিগুলো,balt̪igulo,9,11,5,9,9,বালতি,NA,NA,NA,5.491608617,0.7396995778,5.327,0.7264826968,11.61652522,1.06507624,69,NA,61.88122987,1.791558937,11.26832485,1.051859359,0.06144955441,-0.005801640555,0.06380589757,-0.06200776878,0.07879908487,72.05774224
F63,139,হাতুড়িটা,Filler,F63,9,a,হাতুড়িটা,494,200,20619,120.5837118,হাতুড়িটা,hat̪uɽita,8,10,4,9,9,হাতুড়ি,NA,NA,6.866666667,5.448147611,0.7362488658,5.557,0.7448403968,11.39996239,1.056903419,59,NA,63.34959102,1.801743815,11.62773029,1.06549495,0.05462182614,0.05444595147,0.01520293966,-0.02999050165,0.02667461822,62.27678737
F64,140,গোড়ালির,Filler,F64,8,a,গোড়ালির,532,169,19940,126.6304817,গোড়ালির,goɽalir,7,8,4,8,8,গোড়ালি,NA,NA,6.466666667,5.247399152,0.7199441008,5.667,0.7533532126,11.98485453,1.078632767,43,NA,67.91817064,1.83198598,12.94320647,1.112041879,0.04779409787,0.0550905782,0.0601392173,0.0130616515,0.08282993974,59.17480467
F65,141,কাঁথাগুলো,Filler,F65,9,a,কাঁথাগুলো,547,200,20839,123.1211808,কাঁথাগুলো,kãt̪ʰagulo,8,12,4,9,9,কাঁথা,NA,NA,6.7,5.111842203,0.7085774392,4.703,0.6723749787,14.93057615,1.174076567,154,NA,70.21849963,1.846451546,13.73643725,1.137874106,0.05462182614,0.05444595147,0.01520293966,-0.02136446634,0.09080817575,62.84227637
F66,142,পেঁচাগুলি,Filler,F66,9,a,পেঁচাগুলি,463,200,18540,125.0153454,পেঁচাগুলি,pẽcaguli,8,10,4,9,9,পেঁচা,NA,NA,6.666666667,4.55098826,0.6581057152,4.323,0.6357852355,16.63748016,1.221087551,165,NA,71.92382675,1.856872786,15.80400182,1.198767071,0.05462182614,0.05444595147,0.01520293966,-0.01492532137,-0.009449746088,57.71679756
F67,143,ঝিনুকের,Filler,F67,7,a,ঝিনুকের,483,200,20113,127.0336733,ঝিনুকের,ɟʱinuker,7,9,4,7,7,ঝিনুক,NA,NA,6.333333333,4.513735969,0.6545361514,3.927,0.5940609013,18.33312763,1.263236562,86,NA,71.99419219,1.857297463,15.95002293,1.202761312,0.04779409787,-0.004512387098,0.06003197359,0.04660140254,0.04219191495,57.1421615
F68,144,কনুইটি,Filler,F68,6,a,কনুইটি,398,200,17893,123.6560184,কনুইটি,konu͡i̯ti,7,10,4,6,6,কনুই,NA,NA,6.566666667,4.448544459,0.6482179353,3.87,0.587710965,18.70957027,1.272063813,56,NA,72.40603696,1.859774778,16.27634334,1.211556842,0.04779409787,-0.0641153524,0.05992472988,0.06728830081,-0.04249111841,52.97619791
F69,145,মাকড়সাটা,Filler,F69,9,a,মাকড়সাটা,606,169,22076,123.8845623,মাকড়সাটা,makoɽʃata,9,10,5,9,9,মাকড়সা,NA,NA,6.433333333,4.350239801,0.6385131975,4.046,0.6070258784,18.24379153,1.261115101,60,NA,73.81438053,1.868140979,16.96788773,1.229627782,0.06144955441,-0.005801640555,0.06380589757,-0.06603924077,0.04495347948,62.23172034
F70,146,ঝাড়ুগুলি,Filler,F70,9,a,ঝাড়ুগুলি,483,200,20144,127.1093697,ঝাড়ুগুলি,ɟʱaɽuguli,8,10,4,9,9,ঝাড়ু,NA,NA,6.666666667,4.281943934,0.6316409765,4.71,0.6730209071,16.4054205,1.214987367,147,NA,77.26953056,1.888008274,18.04543258,1.256367297,0.05462182614,0.05444595147,0.01520293966,-0.00780676049,0.01501819103,61.92821406
F71,147,চোয়ালের,Filler,F71,7,a,চোয়ালের,503,166,18447,125.2152642,চোয়ালের,coʷaler,7,8,5,7,7,চোয়াল,NA,NA,6,4.188813206,0.6220909941,4.021,0.6043340731,19.2327088,1.284040456,64,NA,77.33472207,1.888374529,18.46220356,1.266283535,0.04779409787,-0.004512387098,0.1536784528,-0.01652281783,-0.05985229636,51.90264876
F72,148,দারুচিনির,Filler,F72,9,a,দারুচিনির,556,200,23129,127.9916419,দারুচিনির,d̪arucinir,9,11,5,9,9,দারুচিনি,NA,NA,NA,4.153630486,0.6184278583,3.946,0.5961570809,19.85367549,1.297840919,34,NA,78.3426035,1.893998,18.86123567,1.275570142,0.06144955441,-0.005801640555,0.06380589757,-0.05207737023,-0.0140249078,67.72466748
F73,149,পেরেকটি,Filler,F73,7,a,পেরেকটি,481,160,19124,127.0086774,পেরেকটি,perekti,7,8,4,7,7,পেরেক,NA,NA,NA,4.070847616,0.6096848457,3.867,0.5873741721,21.45675466,1.331564035,54,NA,82.97327028,1.918938208,20.38230809,1.309253362,0.04779409787,-0.004512387098,0.06003197359,0.04651642987,0.03978837885,56.28026425
F74,150,বাছুরের,Filler,F74,7,a,বাছুরের,449,200,17536,128.5279879,বাছুরের,bacʰurer,7,9,4,7,7,বাছুর,NA,NA,NA,3.963229886,0.5980492642,3.844,0.584783379,22.5009396,1.352200654,105,NA,86.49361181,1.936984033,21.82402089,1.338934769,0.04779409787,-0.004512387098,0.06003197359,0.05168127169,0.001782012883,51.91494646
F75,151,মৌচাকের,Filler,F75,7,a,মৌচাকের,522,160,20233,123.7964231,মৌচাকের,mo͡u̯caker,8,11,4,7,7,মৌচাক,NA,NA,6.533333333,3.720055206,0.5705493849,3.571,0.5527898502,24.4793072,1.388799123,34,NA,87.41560602,1.941588973,23.4984701,1.371039588,0.05462182614,-0.06475997913,0.01498845224,0.04526922692,0.0970164142,56.17722084
F76,152,কৃমিগুলো,Filler,F76,8,a,কৃমিগুলো,506,200,20734,121.5935797,কৃমিগুলো,krimigulo,9,10,4,8,8,কৃমি,NA,NA,5.666666667,3.685907272,0.5665444053,3.907,0.5918434112,23.14164716,1.364394268,190,NA,90.41441547,1.956237679,24.52975856,1.389693274,0.06144955441,-0.06540460585,-0.02994782539,0.01528436473,0.06813719003,60.36878866
F77,153,আঙ্গুরগুলি,Filler,F77,10,a,আঙ্গুরগুলি,559,200,23500,131.5713047,আঙ্গুরগুলি,aŋgurguli,9,10,5,10,10,আঙ্গুর,NA,NA,6.533333333,3.040200889,0.4829022817,3.071,0.4872798164,29.89928019,1.475660733,58,NA,91.82068947,1.96294055,30.20217835,1.480038268,0.06144955441,0.05380132474,0.06391314128,-0.07207754986,-0.02759906547,71.17669272
F78,154,পিঁপড়াটা,Filler,F78,9,a,পিঁপড়াটা,494,169,19033,125.4661217,পিঁপড়াটা,pĩpɽata,7,9,4,9,9,পিঁপড়া,NA,NA,6.7,2.935687516,0.467709826,3.082,0.4888326344,29.83755703,1.474763262,81,NA,91.95935078,1.963595897,31.3246387,1.495886071,0.04779409787,0.1146935435,0.06024646101,-0.02306566434,0.0189906525,59.36147404
F79,155,গেলাসগুলো,Filler,F79,9,a,গেলাসগুলো,605,200,21859,125.2979232,গেলাসগুলো,gelaʃgulo,9,10,5,9,9,গেলাস,NA,NA,6.733333333,2.897400439,0.4620085216,2.579,0.4114513421,42.64369027,1.62985478,59,NA,109.9780772,2.041306122,37.95750001,1.579297601,0.06144955441,-0.005801640555,0.06380589757,-0.06123457082,0.04408618578,64.70845794
F80,156,খরগোশগুলো,Filler,F80,9,a,খরগোশগুলো,709,200,25309,128.0909304,খরগোশগুলো,kʰɔrgoʃgulo,10,12,6,9,9,খরগোশ,NA,NA,6.8,2.82186107,0.4505356281,3.076,0.4879863311,36.88392643,1.566837147,52,NA,113.4549577,2.054823478,40.20572058,1.60428785,0.06827728267,-0.06604923258,0.1124088555,-0.09900970512,0.05265522795,73.68605662
F81,157,কলিজার,Filler,F81,6,a,কলিজার,483,158,18449,126.4122172,কলিজার,kɔliɟar,7,8,4,6,6,কলিজা,NA,NA,5.3,2.694582408,0.4304914701,2.425,0.3847117429,47.6065508,1.677666717,52,NA,115.4458857,2.06237846,42.843702,1.63188699,0.04779409787,-0.0641153524,0.05992472988,0.07665790028,0.06005651016,52.73825698
F82,158,শূকরছানা,Filler,F82,8,a,শূকরছানা,559,199,20575,124.0627814,শূকরছানা,ʃukorcʰana,9,11,5,8,8,শূকর,NA,NA,6.5,2.367590073,0.3743065104,2.155,0.3334472745,54.35290817,1.735222786,111,NA,117.1305171,2.068670061,49.47246503,1.69436355,0.06144955441,-0.06540460585,0.06369865386,-0.03326427572,0.006660353835,58.29562108
F83,159,গঙ্গাফড়িং,Filler,F83,10,a,গঙ্গাফড়িং,540,169,19657,125.3750881,গঙ্গাফড়িং,gɔŋgapʰɽiŋ,9,11,4,10,10,ফড়িং,NA,NA,6.533333333,2.335511711,0.3683820493,2.242,0.3506356083,52.99839072,1.724262683,111,NA,118.822392,2.074898291,50.87638458,1.706516242,0.06144955441,0.05380132474,-0.02973333797,-0.03619876356,0.07376393163,57.78256353
F84,160,চড়ুইদের,Filler,F84,8,a,চড়ুইদের,478,200,18953,124.7352725,চড়ুইদের,coɽu͡i̯d̪er,8,12,5,8,8,চড়ুই,NA,NA,6.5,1.964023583,0.2931466983,1.807,0.2569581526,65.86437836,1.818650597,78,NA,119.0169317,2.07560875,60.59852475,1.782462052,0.05462182614,-0.005157013827,0.1087421752,-0.04065090714,-0.09911690516,56.12088971
C74,74,প্রতিভোঁতা,CatViol,C74,10,a,প্রতিভোঁতা,579,160,23213,126.7026851,প্রতিভোঁতা,prot̪ibʱõt̪a,9,13,4,10,10,ভোঁতা,NA,NA,NA,1.759135981,0.2452994117,1.882,0.2746196191,66.91633629,1.825532155,20,NA,125.9365449,2.100151774,71.59000001,1.854852362,0.06144955441,0.05380132474,-0.02973333797,-0.03168564493,0.1208299721,70.10031679
F85,161,কুঠারগুলো,Filler,F85,9,a,কুঠারগুলো,593,200,23830,120.0232191,কুঠারগুলো,kutʰargulo,9,11,5,9,9,কুঠার,NA,NA,6.4,1.520100444,0.1818722859,1.292,0.1112625137,101.0886482,2.004702389,112,NA,130.6065335,2.115964903,85.91967328,1.934092617,0.06144955441,-0.005801640555,0.06380589757,-0.07916573919,0.02846282337,70.39531255
F86,162,থুতনির,Filler,F86,6,a,থুতনির,425,200,17746,128.43955,থুতনির,t̪ʰut̪nir,6,10,4,6,6,থুতনি,NA,NA,NA,1.475604652,0.1689700157,1.623,0.2103185198,83.1061207,1.91963301,17,NA,134.8812339,2.12995153,91.40743336,1.960981515,0.0409663696,-0.00386776037,0.1049682512,0.07387700487,-0.01782969835,51.85824172
F87,163,আখরোটগুলো,Filler,F87,9,a,আখরোটগুলো,754,200,28700,126.2956675,আখরোটগুলো,akʰorotgulo,10,12,6,9,9,আখরোট,NA,NA,6.833333333,1.194142895,0.07705629898,1.015,0.006466042249,133.7402117,2.126262006,15,NA,135.7463149,2.132728049,113.6767764,2.05567175,0.06827728267,-0.06604923258,0.1124088555,-0.1051126373,0.1061817338,85.2943322
F88,164,হাঙ্গরগুলো,Filler,F88,10,a,হাঙ্গরগুলো,565,200,21428,130.230834,হাঙ্গরগুলো,haŋgorgulo,10,11,5,10,10,হাঙ্গর,NA,NA,6.433333333,1.136194886,0.05545283019,1.079,0.03302144468,133.2888596,2.124793852,55,NA,143.8186795,2.157815297,126.579235,2.102362467,0.06827728267,-0.006446267283,0.01886961994,-0.06696169125,-0.01189122279,62.81386556
F89,165,দস্তানাগুলি,Filler,F89,11,a,দস্তানাগুলি,569,200,22226,126.2543284,দস্তানাগুলি,d̪ost̪anaguli,11,14,5,11,11,দস্তানা,NA,NA,5.766666667,1.081351235,0.03396678058,0.962,-0.01682492796,166.2025307,2.220637632,34,NA,159.8868345,2.203812704,147.8583732,2.169845924,0.07510501094,-0.007090894012,-0.02606665769,-0.1029760548,-0.0172097819,65.75034622
F90,166,নাশপাতিটা,Filler,F90,9,a,নাশপাতিটা,624,158,23229,122.4042334,নাশপাতিটা,naʃpat̪ita,9,11,5,9,9,নাশপাতি,NA,NA,6.733333333,0.5494712975,-0.2600549887,0.473,-0.3251388593,396.52207,2.598267365,15,NA,187.5549391,2.273128505,341.3370998,2.533183494,0.06144955441,-0.005801640555,0.06380589757,-0.07107156604,0.0661852813,66.90724413
C75,75,দুর্স্পষ্ঠ,CatViol,C75,10,a,দুর্স্পষ্ঠ,339,200,13382,126.5781338,দুর্স্পষ্ঠ,d̪urspɔʃtʰo,9,11,3,10,10,স্পষ্ঠ,NA,NA,NA,0.1407308784,-0.8516106016,0.138,-0.8601209136,1485.532598,3.171882186,12,NA,205.0034985,2.311761273,1456.705883,3.163371874,0.06144955441,0.05380132474,-0.1233798172,0.02483355088,-0.0413255798,38.12382902
F92,168,পোষাকগুলি,Filler,F92,10,a,পোষাকগুলি,624,200,23652,123.1841398,পোষাকগুলি,pe͡a̯ʃakguli,10,13,5,10,10,পোষাক,NA,NA,6.233333333,0.1407308784,-0.8516106016,0.139,-0.8569851997,1911.390949,3.281349525,0,NA,265.6833419,2.424364325,1887.882353,3.275974927,0.06827728267,-0.006446267283,0.01886961994,-0.09091667672,0.05718712398,68.72821707
F91,167,শুঁয়াপোকা,Filler,F91,10,a,শুঁয়াপোকা,547,200,20537,128.7547633,শুঁয়াপোকা,ʃũʷapoka,8,10,4,10,10,শুঁয়াপোকা,NA,NA,NA,0.09106115664,-1.040666838,0.082,-1.086186148,4464.066248,3.649730631,7,NA,366.0534323,2.563544483,4019.863637,3.604211321,0.05462182614,0.1140489168,0.01531018337,-0.03438241924,0.0741193124,59.90735582
C76,76,প্রতিবিষাল,CatViol,C76,10,a,প্রতিবিষাল,594,158,23317,126.4210735,প্রতিবিষাল,prot̪ibiʃal,10,11,5,10,10,বিষাল,NA,NA,NA,0.006208715226,-2.206998259,0.006,-2.22184875,77779.1626,4.890863263,2,NA,466.6749756,2.669014513,75164.5,4.876012773,0.06827728267,-0.006446267283,0.01886961994,-0.07991283612,0.02198134631,66.40359297
